,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,2.270643,9.131577,8.832594,9.3515,9.74401,5.9813538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,3.1312864,10.747701,7.5642886,10.869282,10.418365,8.009168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,25.08691,35.99753,21.58997,32.245262,41.096775,34.383984,0.0,0.050090734,0.05331671,0.0,0.0,0.0,0.027157504,0.0,0.0,0.0,0.0,0.13687918,0.015172401,0.0,0.0,0.0,0.0,0.052980468,0.0,0.0,0.0,0.0,0.0,0.032743633,0.12181329,0.17493755,0.0,0.38771796,0.13794304,0.0,0.937432,0.0,0.35332292,0.0,0.0,0.0,0.0,0.04233999,0.23973888,0.0,0.47425523,0.13808195,0.0,0.0,0.0,0.0,0.14987487,0.48135743,0.0,0.16341244,0.042634144,0.0,0.0006081125,0.0,0.0,0.1746345,0.0,0.0
3,7.923996,13.678269,12.702655,13.249738,11.996266,8.15896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146358395,0.0
4,10.897424,14.748295,13.739982,15.392614,18.83585,17.336119,0.07896457,0.0,0.14124757,0.0,0.13834941,0.0,0.027157504,0.0,0.0,0.0,0.054352086,0.097218476,0.0,0.0,0.0,0.0,0.0,0.052980468,0.0,0.0,0.0,0.0,0.0,0.0848784,0.39717358,0.17493755,0.1457378,0.10480609,0.0,0.0,0.56820416,0.0,0.35332292,0.0,0.0,0.0,0.0,0.003991769,0.22334199,0.0,0.47425523,0.0798745,0.0,0.0,0.0,0.108913936,0.101118974,0.42613608,0.0,0.0,0.042634144,0.0,0.0,0.0,0.2821541,0.0,0.5381134,0.024310827
5,2.270643,9.131577,8.832594,9.3515,9.74401,5.9813538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7.132391,17.450605,11.506879,16.305729,17.457954,11.313506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021670876,0.0,0.0,0.0,0.0,0.0,0.0,0.023773707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,3.1312864,10.747701,7.5642886,10.869282,10.418365,8.009168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,6.515631,12.131664,6.402476,13.814474,14.618623,9.181898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021915667,0.0,0.0,0.0,0.0,0.0,0.0,0.039498776,0.0,0.0,0.0,0.0,0.12019916,0.0,0.0,0.36662316,0.0,0.0,0.0,0.0,0.0,0.0,0.14857621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2.270643,9.131577,8.832594,9.3515,9.74401,5.9813538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10.918792,15.127019,9.2913475,15.062323,13.918939,12.845129,0.0,0.0,0.0,0.031815756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016564053,0.0,0.0,0.0,0.0,0.0,0.19794787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035001035,0.0,0.0,0.0,0.0,0.1104497,0.0,0.0,0.0,0.0,0.03384374,0.0,0.10082737,0.039363075,0.0,0.37100694,0.0,0.0,0.0,0.0,0.0,0.0,0.07599908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,17.682207,24.161818,12.2158165,23.139727,22.177517,20.666271,0.0,0.0,0.0,0.02857447,0.0,0.0,0.1642558,0.0,0.0,0.0,0.0,0.23506583,0.027954811,0.0,0.0,0.0,0.0,0.16661736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38286257,0.0,0.0,0.0,0.017498692,0.77088374,0.0,0.6124853,0.0,0.0,0.04077511,0.0,0.0149033405,0.39512247,0.0,0.94249034,0.0,0.0,0.0,0.0,0.0,0.10337585,0.712854,0.0,0.0,0.14314213,0.07397948,0.0,0.0,0.0,0.0,0.19223246,0.0
12,8.239897,15.725857,7.89683,16.601343,17.447235,12.8155985,0.0,0.0,0.0,0.0,0.0,0.0,0.05431501,0.0,0.0,0.0,0.0,0.19443697,0.0,0.0,0.0,0.0,0.0,0.105960995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28882998,0.0,0.0,0.0,0.0,0.88379145,0.0,0.5720521,0.0,0.0,0.0,0.0,0.003991769,0.21903095,0.0,0.502972,0.0,0.0,0.0,0.0,0.0,0.111607745,0.45118093,0.0,0.0,0.08526829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,3.1312864,10.747701,7.5642886,10.869282,10.418365,8.009168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,12.116565,16.030195,12.032898,15.964321,23.69593,9.003444,0.013864178,0.10525134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022209397,0.0,0.06727191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14141542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01355696,0.0,0.0,0.0,0.12218541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,3.1312864,10.747701,7.5642886,10.869282,10.418365,8.009168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,14.5987015,18.05816,9.654418,16.887352,15.808356,15.443189,0.0,0.0,0.0,0.0,0.0,0.0,0.027157504,0.0,0.0,0.0,0.0,0.097218476,0.0,0.0,0.0,0.0,0.0,0.052980468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17493755,0.0,0.0,0.0,0.0,0.56820416,0.0,0.35332292,0.0,0.0,0.0,0.0,0.003991769,0.22334199,0.0,0.47425523,0.0,0.0,0.0,0.0,0.0,0.101118974,0.42613608,0.0,0.0,0.042634144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,12.404633,17.173098,9.95715,16.45789,14.900569,13.249412,0.0,0.0,0.0,0.031815756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016564053,0.0,0.0,0.0,0.0,0.0,0.19794787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035001035,0.0,0.0,0.0,0.0,0.1104497,0.0,0.0,0.0,0.0,0.03384374,0.0,0.10082737,0.039363075,0.0,0.37100694,0.0,0.0,0.0,0.0,0.0,0.0,0.07599908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,10.918792,15.127019,9.2913475,15.062323,13.918939,12.845129,0.0,0.0,0.0,0.031815756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016564053,0.0,0.0,0.0,0.0,0.0,0.19794787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035001035,0.0,0.0,0.0,0.0,0.1104497,0.0,0.0,0.0,0.0,0.03384374,0.0,0.10082737,0.039363075,0.0,0.37100694,0.0,0.0,0.0,0.0,0.0,0.0,0.07599908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,12.587048,19.528204,8.025135,18.041153,20.560982,13.691464,0.0,0.0,0.0,0.0,0.0,0.0,0.05431501,0.0,0.0,0.0,0.0,0.19443697,0.0,0.0,0.0,0.0,0.0,0.105960995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25830746,0.0,0.0,0.0,0.0,0.757483,0.0,0.50475526,0.0,0.0,0.0,0.0,0.0019958846,0.21856692,0.0,0.52459997,0.0,0.0,0.0,0.0,0.0,0.066292666,0.53922635,0.0,0.0,0.08526829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,10.712528,14.996628,9.124889,14.210906,15.132652,11.377571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07009119,0.0,0.0,0.0,0.08054818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07849118,0.0,0.0,0.0,0.0,0.0,0.008832624,0.0,0.0,0.0,0.0,0.0
21,2.270643,9.131577,8.832594,9.3515,9.74401,5.9813538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,4.128303,10.756782,8.357728,10.177327,12.822027,7.5075026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,5.1097317,15.877661,11.758312,15.757618,15.917642,8.408117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021670822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2.270643,9.131577,8.832594,9.3515,9.74401,5.9813538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,16.587784,18.350153,10.127637,16.193707,17.51354,21.196836,0.0,0.036733568,0.0,0.0,0.0,0.0,0.027157504,0.0,0.0,0.0,0.0,0.0972185,0.0,0.0,0.0,0.0,0.0,0.052980524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.144415,0.0,0.03190597,0.0,0.0,0.44189572,0.0,0.28602606,0.0,0.0,0.0,0.0,0.0019958846,0.22287796,0.0,0.4958832,0.0,0.0,0.0,0.0,0.017737035,0.05580386,0.5141815,0.0,0.0,0.042634144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2.270643,9.131577,8.832594,9.3515,9.74401,5.9813538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,8.239897,15.725857,7.89683,16.601343,17.447235,12.8155985,0.0,0.0,0.0,0.0,0.0,0.0,0.05431501,0.0,0.0,0.0,0.0,0.19443697,0.0,0.0,0.0,0.0,0.0,0.105960995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28882998,0.0,0.0,0.0,0.0,0.88379145,0.0,0.5720521,0.0,0.0,0.0,0.0,0.003991769,0.21903095,0.0,0.502972,0.0,0.0,0.0,0.0,0.0,0.111607745,0.45118093,0.0,0.0,0.08526829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,12.193408,19.123493,10.490923,19.036182,15.894824,16.197746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027954811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06434966,0.0,0.0,0.0,0.017498692,0.0,0.0,0.039498776,0.0,0.0,0.04077511,0.0,0.13310662,0.0,0.0,0.36662316,0.0,0.0,0.0,0.0,0.0,0.0,0.14857621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19223246,0.0
29,9.617579,14.044182,9.730854,13.694183,11.668459,10.612297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021670876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,6.515631,12.131664,6.402476,13.814474,14.618623,9.181898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021915667,0.0,0.0,0.0,0.0,0.0,0.0,0.039498776,0.0,0.0,0.0,0.0,0.12019916,0.0,0.0,0.36662316,0.0,0.0,0.0,0.0,0.0,0.0,0.14857621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,15.783356,22.247393,10.80094,20.74502,19.45301,14.929836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010512652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050238907,0.0,0.0,0.06536682,0.0,0.0,0.0,0.017498692,0.0,0.0,0.039498776,0.0,0.0,0.21483728,0.0,0.12019916,0.100543104,0.0,0.36662316,0.0,0.0,0.0,0.0,0.0,0.0,0.17775485,0.0,0.009145476,0.0,0.0,0.058175303,0.0,0.0,0.0,0.05473824,0.0
32,5.5641456,13.974757,7.7929273,14.489069,13.738503,10.605325,0.0,0.0,0.0,0.031815756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016564053,0.0,0.0,0.0,0.0,0.0,0.19794787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035001035,0.0,0.0,0.0,0.0,0.1104497,0.0,0.0,0.0,0.0,0.03384374,0.0,0.12019916,0.039363075,0.0,0.37100694,0.0,0.0,0.0,0.0,0.0,0.0,0.07599908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2.270643,9.131577,8.832594,9.3515,9.74401,5.9813538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,4.982332,10.768045,5.775895,11.672302,12.080787,5.795365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021670876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2.270643,9.131577,8.832594,9.3515,9.74401,5.9813538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,22.631739,24.736647,13.82771,23.429996,30.663115,17.899778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021915667,0.035675094,0.0,0.0,0.115523286,0.0,0.0,0.039498776,0.0,0.0,0.0,0.0,0.10082734,0.0,0.0,0.36662316,0.0,0.023958797,0.0,0.0,0.008780124,0.0,0.14857621,0.0,0.0,0.0,0.231372,0.0,0.0,0.1084918,0.15685749,0.0,0.0
37,17.310215,22.700209,12.601717,22.593426,28.836231,23.374918,0.055483624,0.07253778,0.070799634,0.16387916,0.0,0.0,0.1642558,0.0,0.0,0.0,0.0,0.23506583,0.0,0.0,0.0,0.0,0.0,0.16661736,0.0,0.0,0.0,0.0,0.0,0.016268179,0.19930775,0.3404286,0.0,0.0016803351,0.0,0.0,0.88970846,0.0,0.6124853,0.0,0.0,0.22300836,0.0,0.0019958846,0.60681236,0.0,1.4306161,0.0,0.0,0.0,0.0,0.0578454,0.10337585,0.8733946,0.0,0.0,0.20101598,0.14795896,0.0,0.0,0.063338116,0.0,0.32503986,0.010265205
38,10.870661,17.613144,8.882867,18.903673,18.826332,15.179121,0.0,0.0,0.0,0.02857447,0.0,0.0,0.1642558,0.0,0.0,0.0,0.0,0.23506583,0.0,0.0,0.0,0.0,0.0,0.16661736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37095112,0.0,0.0,0.0,0.0,0.8971922,0.0,0.67978215,0.0,0.0,0.0,0.0,0.003991769,0.3955865,0.0,0.9208624,0.0,0.0,0.0,0.0,0.0,0.14869094,0.6248086,0.0,0.0,0.14314213,0.07397948,0.0,0.0,0.0,0.0,0.0,0.0
39,28.175299,27.268309,14.660558,26.12901,35.41274,20.386877,0.097562574,0.011142365,0.0,0.0,0.0,0.0,0.027157504,0.0,0.0,0.0,0.0,0.0972185,0.0,0.24878874,0.0,0.0,0.0,0.052980524,0.0,0.0,0.0,0.0,0.0,0.029804548,0.0,0.144415,0.0,0.0,0.0,0.0,0.34297705,0.0,0.39285707,0.13996412,0.0,0.0,0.0,0.34353682,0.22287795,0.0,0.6442182,0.0,0.0,0.024449361,0.0,0.0,0.05580386,0.6214343,0.0,0.42851225,0.0,0.29115364,0.0,0.042502258,0.2651954,0.2601806,0.0,0.0
