,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,-0.01816517,-0.00052826584,0.34803882,-0.0023676208,0.060143296,-0.0072163823,0.217782,0.0023030166,0.9011069,-0.003646208,0.0017709038,0.46714962,-0.13587184,0.28844368,-0.094129734,-0.0011033168,-0.0059016948,-0.53700054,-0.03283175,0.021406816,0.00024144385,-0.00019719865,0.018327238,0.086636946,-0.07876645,0.0070434376,-0.37812412,0.003545729,0.0020975766,0.7369553,0.17227824,-0.93578404,-0.53830963,-0.019170087,-0.21244745,-0.67275846,0.14230661,-0.84361476,-0.02291973,0.35728613,-0.75554085,0.020778865,-0.0070571206,0.06232501,-0.1227018,-0.010030941,0.06725192,-0.031426378,0.90398705,-0.027059238,-0.017764572,0.011024689,-0.024036994,-0.027752783,0.081784055,0.1271919,0.53837705,-0.4778052,0.7284962,-0.062007092,-0.8290535,0.035405204,-0.13383788,-0.57221323,6.2351336,9.153781,7.9708867,9.729957,4.000943,8.610557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.014894892,0.0012037738,0.3628504,-0.0015738726,0.08230947,-0.0059012864,0.5688209,0.0030666043,0.9062211,-0.008088422,0.0014687353,0.53138906,-0.1381149,0.3010107,-0.10822042,-0.0012744555,-0.005562644,-0.555363,-0.03513472,0.13200264,0.0014660216,-0.00034004694,0.0043456145,0.08147804,-0.10641102,0.018027771,-0.42218617,0.003358721,0.0037477266,0.73312396,0.1997014,-0.94722575,-0.57256013,-0.020949997,-0.23137434,-0.79515874,0.05233632,-0.85882646,-0.030906098,0.3940637,-0.78165567,0.015288952,-0.014500436,0.11838372,-0.15805447,-0.00826502,0.2044298,-0.039662533,0.91752154,-0.02497433,-0.01561261,0.008951036,-0.034346756,-0.02712604,0.0626183,0.16186659,0.5424374,-0.5459298,0.75523293,-0.0702377,-0.8319927,0.094551824,-0.22193086,-0.7508507,9.617579,14.044182,9.730854,13.694184,11.668459,10.612297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021670822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.014937772,0.0012006144,0.3630318,-0.0015830512,0.081643574,-0.0058995113,0.5687801,0.0030683116,0.90622735,-0.008072763,0.0014711447,0.5310215,-0.13792594,0.3008748,-0.10838467,-0.0012796631,-0.0055553806,-0.55463725,-0.03508672,0.13305815,0.0014579425,-0.00033979566,0.004228148,0.081438094,-0.10752236,0.01702042,-0.42231393,0.0033546737,0.0037419694,0.7328298,0.1999874,-0.9471415,-0.5723477,-0.020886298,-0.23123686,-0.78919363,0.051903527,-0.85864043,-0.030497868,0.39403296,-0.78159994,0.015281346,-0.009071361,0.11993002,-0.15618555,-0.008250893,0.20460857,-0.039527502,0.917311,-0.02496908,-0.015499813,0.008790555,-0.0340027,-0.027066901,0.06282611,0.1610955,0.54192865,-0.5408223,0.75455797,-0.07036598,-0.83440036,0.094186455,-0.21447107,-0.7497302,3.1312864,10.747701,7.5642886,10.869283,10.418365,8.009168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-0.01837913,0.0019391138,0.37333366,-0.002461524,0.07297785,-0.006012295,0.35073635,0.0054716277,0.91587466,-0.0050349114,0.0018581348,0.528424,-0.13794973,0.30507767,-0.10878173,-0.001881907,-0.005793221,-0.567357,-0.04122659,0.12368135,7.05559e-05,-0.00033471626,0.0057341945,0.088124946,-0.08023166,0.015774116,-0.41634127,0.002362541,0.0030460346,0.74277174,0.17890333,-0.9476017,-0.5850467,-0.01872705,-0.23830317,-0.52949315,0.019772278,-0.86732644,-0.029195169,0.39391828,-0.7837507,0.017256945,0.00017270545,0.09759427,-0.14440304,-0.007925868,0.08107221,-0.038991284,0.91744,-0.027078342,-0.010589122,0.014039219,-0.0265401,-0.02670368,0.06295681,0.16065186,0.561937,-0.52721655,0.76589227,-0.0672913,-0.8433972,0.029314917,-0.19345187,-0.73946965,9.850511,17.296955,10.981182,16.271627,14.003106,13.438807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027954811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042433992,0.0,0.0,0.0,0.017498692,0.021670822,0.0,0.0,0.0,0.0,0.04077511,0.0,0.012907456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19223246,0.0
4,-0.018822825,0.0019784784,0.36842245,-0.002434613,0.07874802,-0.006192104,0.3198115,0.0055916677,0.91750044,-0.0044431863,0.0017723318,0.5210737,-0.14091961,0.30680627,-0.10631348,-0.0020984553,-0.005662707,-0.5692246,-0.042226397,0.09572181,0.00016272654,-0.00035167654,0.0052543883,0.09043435,-0.061191685,0.022897348,-0.40770102,0.0024134116,0.002802204,0.74768865,0.16985133,-0.94739103,-0.5813629,-0.018606277,-0.23972951,-0.5592273,0.008546954,-0.8686091,-0.0323595,0.38758913,-0.780324,0.017769355,0.010356612,0.07586307,-0.1534808,-0.007942181,0.065713726,-0.0403141,0.9173513,-0.027330266,-0.011438209,0.014860362,-0.025766445,-0.028859388,0.063803755,0.1607973,0.56693727,-0.5304028,0.7733908,-0.060319405,-0.83708555,0.023246285,-0.20982136,-0.6893365,8.009895,11.630877,5.8324623,11.408186,13.055894,14.082349,0.52039295,2.1286852,0.45847407,0.07250178,0.49802417,0.0,0.0,0.0,0.0,0.0,0.35619769,0.0,0.21863124,0.06837873,0.0,0.0,0.0,0.6556903,0.0,0.0,0.0,0.0,0.0,0.0,0.44882265,0.01528184,0.19326319,0.79892975,0.0,0.0,0.0,0.011582581,0.0,0.0,0.0,0.0,0.69656074,0.0,0.112350814,0.0,0.15018441,0.14312047,0.0,0.0,0.0,1.5432727,0.0,0.007118174,0.0,0.47851697,0.0,0.0,0.0,0.0,0.25318077,0.0,0.8956125,0.9131447
5,-0.0174319,0.0019838428,0.37203947,-0.002312441,0.0780065,-0.006198513,0.34954914,0.005455243,0.91397923,-0.005087157,0.0017026511,0.52302194,-0.14172399,0.2996032,-0.10575031,-0.0019198997,-0.005747233,-0.57100445,-0.042268213,0.09985908,0.0006131796,-0.0003171951,0.0049515255,0.08785378,-0.07405167,0.019426143,-0.41486713,0.002476594,0.0029136261,0.7455106,0.17880589,-0.94774234,-0.57883936,-0.020197209,-0.23562485,-0.75278974,0.062040236,-0.8667172,-0.031579264,0.38874042,-0.78080696,0.017589277,-0.020965979,0.074548684,-0.15087438,-0.0075622676,0.0919684,-0.04011641,0.9187673,-0.028094403,-0.013051639,0.013940305,-0.037395984,-0.025956212,0.061358,0.16164365,0.5585879,-0.5368026,0.76869726,-0.06835655,-0.8361487,0.064477585,-0.21058057,-0.73207825,2.1980474,6.5764794,4.604492,8.5109215,3.032471,8.922566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.013101927,0.0005116304,0.36201563,-0.0013416861,0.06736602,-0.0053507984,0.6811922,0.0015399522,0.895106,-0.0115155205,0.0015874474,0.5310106,-0.12843561,0.29504538,-0.1095885,-0.00056718383,-0.0056894743,-0.5356788,-0.024975903,0.18339534,0.0011728468,-0.00022315359,0.008421584,0.07464363,-0.17146614,0.0042055473,-0.43094933,0.0037558146,0.004868026,0.71376526,0.23205872,-0.945981,-0.5681324,-0.019279314,-0.2190111,-0.7388559,0.09019261,-0.8475191,-0.020820698,0.40178195,-0.7815488,0.013032395,-0.03752155,0.21012267,-0.1343708,-0.0103329085,0.27133897,-0.036181264,0.9129568,-0.025405062,-0.015221853,0.003739532,-0.04027971,-0.024311492,0.056891046,0.15644425,0.5177575,-0.5338591,0.72961664,-0.08769771,-0.8345466,0.12237034,-0.18008055,-0.7833915,2.1980474,6.5764794,4.6044917,8.510921,3.0324712,8.922566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.015001436,0.0007122341,0.36717278,-0.0016037105,0.07954973,-0.0058903554,0.44253993,0.0023476505,0.90555024,-0.0064454535,0.0015556753,0.52112514,-0.13884111,0.30121365,-0.105369374,-0.0009974414,-0.0054626563,-0.55309993,-0.032427765,0.09860709,0.00019341029,-0.00025679363,0.008333737,0.08509174,-0.10455453,0.014222256,-0.41685295,0.0033019648,0.0033361,0.7366158,0.18936598,-0.94527537,-0.5695938,-0.019975878,-0.2280638,-0.7558078,0.06334811,-0.8570191,-0.029734118,0.38980243,-0.7776954,0.016881676,-0.011525674,0.10720223,-0.14938542,-0.008988841,0.15242745,-0.038567785,0.9148998,-0.025231324,-0.015252289,0.010916689,-0.028547792,-0.029868212,0.066901214,0.15575923,0.5462596,-0.5282452,0.75281894,-0.066350244,-0.8278935,0.068787575,-0.20546602,-0.7243299,6.2351336,9.153782,7.9708867,9.729956,4.0009427,8.610557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.013094827,0.00068803993,0.36078355,-0.0013087435,0.05762075,-0.005216099,0.74424165,0.0018113742,0.8906982,-0.013168961,0.001630356,0.535033,-0.12246729,0.29291674,-0.10956507,-0.0006105043,-0.005856003,-0.53318155,-0.025760574,0.24820976,0.0018483683,-0.0002604881,0.0068464675,0.070656165,-0.19371393,0.0051341853,-0.43045834,0.0037898333,0.005731044,0.70302624,0.24603073,-0.9458408,-0.56548077,-0.019969108,-0.213659,-0.7551683,0.07488815,-0.8453229,-0.018287823,0.40700254,-0.7847657,0.012632581,-0.055180665,0.25264543,-0.12775277,-0.010223292,0.30675092,-0.030824622,0.9118644,-0.02456739,-0.015206869,0.0017528285,-0.04706304,-0.0230859,0.056454312,0.15181409,0.50889045,-0.5341542,0.71646184,-0.09882529,-0.8115095,0.15318033,-0.16666281,-0.7910271,4.7625732,9.662854,7.1457434,7.866476,4.5672836,11.402939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
