,0
0,0.002019741
1,0.0019984697
2,0.0063283
3,0.048569895
4,0.02066774
5,0.0043508904
6,0.0043508867
7,0.0602192
8,0.0035457686
9,0.0023107808
10,0.0036050067
11,0.00072174927
12,0.00092279253
13,0.00092279253
14,0.0035759886
15,0.0021604935
16,0.008142138
17,0.0035759886
18,0.0021604935
19,0.008142138
20,0.0041594114
21,0.007669678
22,0.004183947
23,0.03155867
24,0.014351023
25,0.0019995426
26,0.0027289672
27,0.0019801976
28,0.0063283
29,0.03155867
30,0.03155865
31,0.0050296
32,0.017692003
33,0.005165045
34,0.005029601
35,0.01492719
36,0.0035646283
37,0.00072174927
38,0.014806878
39,0.0009010462
40,0.0007413402
41,0.00090291165
42,0.0010699537
43,0.0010714699
44,0.0010699519
45,0.0046633678
46,0.0046316674
47,0.0043406794
48,0.004357028
49,0.004354743
50,0.0027289672
51,0.0019801976
52,0.0063283
53,0.00072174927
54,0.0009010462
55,0.009800345
56,0.052314363
57,0.009829426
58,0.009800345
59,0.052314363
60,0.009829426
61,0.009800345
62,0.05231437
63,0.009829424
64,0.0043508867
65,0.0019166346
66,0.0021901191
67,0.0026530952
68,0.0073787626
69,0.0027153543
70,0.0043508904
71,0.0043508867
72,0.062301137
73,0.017076159
74,0.0041155657
75,0.00072174927
76,0.0049020476
77,0.006917566
78,0.003152253
79,0.002943964
80,0.0045051123
81,0.09654728
82,0.039803047
83,0.048569895
84,0.007456572
85,0.0035594064
86,0.00653161
87,0.004716779
88,0.0057008397
89,0.002019741
90,0.0019984697
91,0.005087411
92,0.002019741
93,0.0019984697
94,0.005087414
95,0.001732851
96,0.00094951654
97,0.0036049923
98,0.0035757297
99,0.0021604935
100,0.008142138
101,0.026819296
102,0.028175838
103,0.052314363
104,0.0043508904
105,0.0043508867
106,0.028175838
107,0.052314363
108,0.007456572
109,0.003559419
110,0.00653161
111,0.0021604935
112,0.0021604935
113,0.0017330354
114,0.0017330318
115,0.00095250417
116,0.03796114
117,0.011270907
118,0.03796114
119,0.0035759886
120,0.0021604935
121,0.008142138
122,0.0017330354
123,0.0017330318
124,0.0046084407
125,0.0027948287
126,0.0010115083
127,0.0010115083
128,0.0029630281
129,0.008218931
130,0.00070794433
131,0.0035892287
132,0.011270907
133,0.0035882706
134,0.000940807
135,0.0017329768
136,0.0035882408
137,0.031013876
138,0.00094951654
139,0.03232447
140,0.0017328215
141,0.01699211
142,0.0019801976
143,0.005087411
144,0.013145995
145,0.004196875
146,0.002945169
147,0.25147134
148,0.024482468
149,0.024482468
150,0.002945385
151,0.00072174927
152,0.0021604935
153,0.00094951654
154,0.03232447
155,0.0017328215
156,0.0017328968
157,0.005615306
158,0.00074133684
159,0.00090291165
160,0.00072174927
161,0.000940807
162,0.0017329768
163,0.00093597313
164,0.010829403
165,0.010828401
166,0.00072174927
167,0.00072174927
168,0.032874484
169,0.015668644
170,0.03121462
171,0.012156453
172,0.0027289672
173,0.0019801976
174,0.005087411
175,0.00412115
176,0.028618537
177,0.008497996
178,0.0029630281
179,0.008218931
180,0.004148194
181,0.0035051364
182,0.009508701
183,0.009508701
184,0.00072174927
185,0.00412115
186,0.028618537
187,0.0019801976
188,0.0063283
189,0.0027289672
190,0.007285982
191,0.008455513
192,0.0075283027
193,0.007464138
194,0.01301714
195,0.004844477
196,0.017447589
197,0.01301714
198,0.004156579
199,0.0056972085
200,0.0029438362
201,0.050191518
202,0.015008751
203,0.0310258
204,0.0032728538
205,0.0056972085
206,0.001382512
207,0.011270907
208,0.010697434
209,0.00362851
210,0.0007413402
211,0.0007413402
212,0.002025003
213,0.0009247304
214,0.0067391354
215,0.027653467
216,0.0021604935
217,0.0021604935
218,0.004276428
219,0.0056972085
220,0.37360418
221,0.009800345
222,0.05231437
223,0.009829424
224,0.0021604935
225,0.00092472637
226,0.0017330354
227,0.010935756
228,0.0027289672
229,0.0019801976
230,0.0063283
231,0.009508701
232,0.009508701
233,0.00095250417
234,0.0009590387
235,0.012296667
236,0.014269352
237,0.0023107808
238,0.048569895
239,0.0030554591
240,0.0045051123
241,0.0027948287
242,0.0310258
243,0.00095250417
244,0.00094891666
245,0.008720886
246,0.00728598
247,0.01238838
248,0.0037978254
249,0.0026008883
250,0.0037978254
251,0.007456572
252,0.003559419
253,0.00653161
254,0.0031512561
255,0.002794831
256,0.013040258
257,0.048569888
258,0.00072174927
259,0.002025003
260,0.0007413402
261,0.03155867
262,0.011270907
263,0.001382512
264,0.0007413402
265,0.003604749
266,0.0021604935
267,0.008071521
268,0.019123102
269,0.0042501735
270,0.0021604935
271,0.0036475083
272,0.00362851
273,0.108137876
274,0.00072174927
275,0.0009010462
276,0.00095250417
277,0.0009590387
278,0.0021604935
279,0.05430215
280,0.01748122
281,0.037738666
282,0.002277808
283,0.0023107808
284,0.009234701
285,0.033182688
286,0.0081421435
287,0.0021604942
288,0.0310258
289,0.0021604935
290,0.0021604935
291,0.00072174927
292,0.005828248
293,0.01699211
294,0.0019801976
295,0.005087411
296,0.030362874
297,0.0020877756
298,0.003151255
299,0.025994346
300,0.0007413402
301,0.016667025
302,0.02923576
303,0.0007413402
304,0.00090291165
305,0.0007413402
306,0.00090291165
307,0.0031512538
308,0.0027289672
309,0.0019801976
310,0.0063283
311,0.00095250417
312,0.00094891666
313,0.008720886
314,0.0008612869
315,0.005165045
316,0.0020048073
317,0.0020232494
318,0.0009280479
319,0.0027289325
320,0.0020877756
321,0.0035882408
322,0.016667025
323,0.002945169
324,0.00072174927
325,0.000661233
326,0.008140976
327,0.0023107808
328,0.0031534801
329,0.0027126037
330,0.001918481
331,0.0036828092
332,0.001070264
333,0.0049016327
334,0.00072174927
335,0.0023107808
336,0.1853897
337,0.005165045
338,0.00072174927
339,0.5722976
340,0.029583411
341,0.000721757
342,0.0009010462
343,0.00072174927
344,0.0009010462
345,0.00094951654
346,0.006850104
347,0.0054126857
348,0.010191257
349,0.0029724445
350,0.0026008878
351,0.0029444785
352,0.00072174927
353,0.0009010462
354,0.5722976
355,0.008140976
356,0.00092279253
357,0.0054126857
358,0.0040769684
359,0.10713756
360,0.004221024
361,0.028618537
362,0.024047893
363,0.009508701
364,0.009508701
365,0.0121051045
366,0.0018307497
367,0.0054126857
368,0.0021604935
369,0.0121051045
370,0.0018307497
371,0.007549423
372,0.00305263
373,0.06096482
374,0.00362851
375,0.00072174927
376,0.0009010462
377,0.00072174927
378,0.0009010462
379,0.008728157
380,0.0020561877
381,0.00072174927
382,0.006300501
383,0.03896865
384,0.000940807
385,0.000940807
386,0.03313048
387,0.00094951654
388,0.0017355318
389,0.002943964
390,0.0048950766
391,0.002945169
392,0.00072174927
393,0.0036049923
394,0.024318105
395,0.0075283027
396,0.003604751
397,0.0010736301
398,0.0021604935
399,0.0026008883
400,0.0125159025
401,0.0007413402
402,0.0021604935
403,0.003559419
404,0.00653161
405,0.007456572
406,0.00072174927
407,0.002019741
408,0.0019984697
409,0.0063283
410,0.002019741
411,0.0019984697
412,0.0063283
413,0.011466591
414,0.0070681293
415,0.007285982
416,0.00072174927
417,0.008728157
418,0.0009331404
419,0.0070681255
420,0.0029449435
421,0.004225413
422,0.0021604935
423,0.0021604935
424,0.002943964
425,0.0041953344
426,0.00407744
427,0.0055783894
428,0.00094951654
429,0.00072174927
430,0.0021604935
431,0.0019801976
432,0.005087411
433,0.01699211
434,0.0019801976
435,0.005087411
436,0.01699211
437,0.0019801976
438,0.0063283
439,0.0027289672
440,0.0069869147
441,0.0023107808
442,0.0017330354
443,0.0022004482
444,0.008583765
445,0.0046316674
446,0.007549464
447,0.0007235438
448,0.10713756
449,0.018201368
450,0.018201368
451,0.0027289672
452,0.0019801976
453,0.0063283
454,0.0042050444
455,0.03273305
456,0.021384299
457,0.0020561877
458,0.03273305
