,0
0,1417.9329
1,1359.8119
2,383.6725
3,1258.1693
4,1070.9321
5,1417.9329
6,1090.7588
7,1359.8119
8,1200.8411
9,1417.9329
10,1181.1094
11,831.4079
12,1063.4312
13,1359.8119
14,1074.3857
15,1359.8119
16,1101.3156
17,1126.8787
18,1181.1094
19,993.36
20,1185.9867
21,1417.9329
22,1350.5625
23,1145.7479
24,1417.9329
25,1063.2538
26,1417.9329
27,1063.4312
28,1037.9291
29,1274.5371
30,1200.8412
31,926.6293
32,1182.1897
33,1417.9329
34,1347.9922
35,1417.9329
36,731.21313
37,728.4646
38,976.0545
39,619.63434
40,1385.144
41,1148.4973
42,878.8551
43,982.3505
44,1146.5305
45,1359.8119
46,1258.1693
47,1347.9922
48,1284.2347
49,1200.8411
50,901.5526
51,1417.9329
52,960.91516
53,1641.0103
54,1004.14984
55,1417.9329
56,1063.4312
57,1015.9542
58,1274.5369
59,1258.1693
60,1258.1693
61,1374.0421
62,1347.9922
63,1417.9329
64,1153.8961
65,1258.1693
66,1417.9329
67,1291.1133
68,1094.1593
69,1063.4312
70,1203.0438
71,1258.1693
72,1417.9329
73,1374.0421
74,1200.8411
75,1125.8203
76,1026.936
77,1359.8119
78,1417.9329
79,1143.9038
80,1327.0449
81,1144.7664
82,693.11194
83,1070.7866
84,1347.9922
85,1359.8119
86,1417.9329
87,1359.8119
88,1328.3379
89,1359.8119
90,1249.4211
91,1347.9922
92,1359.8119
93,1417.9329
94,1274.5371
95,1274.537
96,1127.6
97,1116.0447
98,1182.1897
99,1126.3475
100,1108.5327
101,1347.9922
102,1210.9705
103,1417.9329
104,1381.0852
105,836.5353
106,1274.5369
107,1196.4854
108,1417.9329
109,1417.9329
110,1359.8119
111,1350.2627
112,1284.2347
113,1525.3538
114,1417.9329
115,1081.3584
116,1381.0852
117,1381.0852
118,1359.8119
119,1359.8119
120,1417.9329
121,1062.4924
122,1417.9329
123,1307.5632
124,1374.0421
125,1417.9329
126,1417.9329
127,1145.748
128,645.13275
129,1359.8119
130,967.5557
131,1347.9922
132,1258.1693
133,1381.0852
134,1513.5599
135,1359.8119
136,1359.8119
137,1347.9922
138,1200.1196
139,1404.0302
140,1359.8119
141,1062.4924
142,1143.9038
143,1095.3712
144,1417.9329
145,1381.0852
146,1359.8119
147,1347.9922
148,1143.9038
149,1258.1693
150,1447.4683
151,1347.9922
152,1347.9922
153,1091.5806
154,942.3226
155,731.21313
156,1359.8119
157,1381.0852
158,1417.9329
159,1065.6256
160,823.00256
161,1258.1693
162,1149.1135
163,1094.1593
164,1149.1135
165,1417.9329
166,1417.9329
167,1417.9329
168,1063.4312
169,1417.9329
170,1417.9329
171,1090.7588
172,1182.1897
173,1234.5056
174,1381.0852
175,1359.8119
176,1258.1693
177,1417.9329
178,1417.9329
