,0
0,90.12614
1,78.22795
2,218.10788
3,111.75124
4,65.48319
5,82.59755
6,139.1602
7,98.57239
8,106.05776
9,112.661835
10,123.57437
11,67.9286
12,72.5562
13,85.51856
14,109.648735
15,78.22795
16,70.8799
17,89.95131
18,123.57437
19,86.0676
20,87.1294
21,97.71716
22,97.496544
23,100.4465
24,122.17099
25,85.52141
26,82.61505
27,64.691315
28,91.200485
29,119.06036
30,88.79904
31,116.51925
32,92.74292
33,82.61505
34,87.32641
35,101.57793
36,144.33855
37,62.382954
38,58.927452
39,91.088974
40,71.83095
41,68.327614
42,55.695904
43,69.34108
44,80.7361
45,97.56873
46,123.71399
47,101.11423
48,93.34041
49,101.0725
50,79.6904
51,111.462265
52,243.07993
53,104.15912
54,482.42932
55,82.61505
56,61.666687
57,142.77002
58,125.41924
59,124.00102
60,123.98302
61,113.74617
62,90.744644
63,121.635666
64,111.829636
65,117.25102
66,82.59755
67,124.01302
68,129.62868
69,59.911514
70,111.775665
71,131.46687
72,82.59755
73,112.89192
74,84.003685
75,116.0542
76,63.23904
77,78.23451
78,97.68479
79,94.804665
80,101.1792
81,134.3217
82,119.736595
83,127.15732
84,94.6099
85,84.04082
86,82.59755
87,103.52111
88,79.17827
89,78.23451
90,90.372894
91,94.6099
92,91.3707
93,112.45003
94,127.78583
95,107.046
96,97.62067
97,77.61868
98,75.84362
99,133.92624
100,72.01991
101,83.99342
102,120.08467
103,97.71716
104,116.0726
105,98.3028
106,110.029816
107,97.44353
108,97.71716
109,97.71716
110,89.10081
111,82.772644
112,113.107994
113,68.80897
114,82.61505
115,69.277054
116,121.84295
117,124.28294
118,108.104546
119,83.62987
120,97.71716
121,81.9335
122,110.5991
123,117.69801
124,110.53644
125,118.0273
126,97.717155
127,100.44649
128,150.45192
129,84.040825
130,103.39641
131,114.08757
132,123.9859
133,121.7856
134,80.167114
135,78.23451
136,78.23451
137,102.831116
138,114.44624
139,116.87137
140,78.23451
141,81.82928
142,90.62625
143,75.002655
144,101.57793
145,117.633606
146,84.040825
147,90.5613
148,108.25796
149,101.66792
150,82.31801
151,111.87384
152,111.86437
153,116.324265
154,90.44467
155,142.79004
156,91.57854
157,119.57074
158,82.61504
159,82.47398
160,138.96658
161,117.21698
162,104.49841
163,131.87082
164,100.03911
165,105.42476
166,82.61505
167,82.59755
168,67.1874
169,97.71716
170,97.68479
171,133.74448
172,114.261086
173,128.0759
174,117.52273
175,108.7993
176,133.38458
177,116.033516
178,97.717155
